name,pic,quote,ranking,score,score_num,star,subject
倩女幽魂,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2414157745.jpg,两张绝世的脸。,125,8.8,742746,rating45-t,https://movie.douban.com/subject/1297447/
时空恋旅人,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,126,8.8,678812,rating45-t,https://movie.douban.com/subject/10577869/
侧耳倾听,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,少女情怀总是诗。,127,8.9,466193,rating45-t,https://movie.douban.com/subject/1297052/
小森林 冬春篇,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2215147728.jpg,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。,128,9.0,381663,rating45-t,https://movie.douban.com/subject/25814707/
幸福终点站,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p854757687.jpg,有时候幸福需要等一等。,129,8.8,575139,rating45-t,https://movie.douban.com/subject/1292274/
驯龙高手,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p490385643.jpg,和谐的生活离不开摸头与被摸头。,130,8.8,760776,rating45-t,https://movie.douban.com/subject/2353023/
未麻的部屋,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.jpg,好的剧本是，就算你猜到了结局也猜不到全部。,131,9.1,336969,rating45-t,https://movie.douban.com/subject/1395091/
一个叫欧维的男人决定去死,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg,惠及一生的美丽。,132,8.9,487292,rating45-t,https://movie.douban.com/subject/26628357/
哈利·波特与火焰杯,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p735391084.jpg,,133,8.8,667851,rating45-t,https://movie.douban.com/subject/1309055/
教父3,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg,任何信念的力量，都无法改变命运。,134,9.0,377422,rating45-t,https://movie.douban.com/subject/1294240/
怪兽电力公司,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2896590108.jpg,不要给它起名字，起了名字就有感情了。,135,8.8,677667,rating45-t,https://movie.douban.com/subject/1291579/
萤火之森,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1675053073.jpg,触不到的恋人。,136,8.9,543789,rating45-t,https://movie.douban.com/subject/5989818/
傲慢与偏见,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2016401659.jpg,爱是摈弃傲慢与偏见之后的曙光。,137,8.7,806751,rating45-t,https://movie.douban.com/subject/1418200/
玩具总动员3,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2896589481.jpg,跨度十五年的欢乐与泪水。,138,8.9,521729,rating45-t,https://movie.douban.com/subject/1858711/
新世界,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1903379979.jpg,要做就做得狠一点，这样才能活下去。,139,8.9,440055,rating45-t,https://movie.douban.com/subject/10437779/
釜山行,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360940399.jpg,揭露人性的丧尸题材力作。,140,8.6,1207657,rating45-t,https://movie.douban.com/subject/25986180/
神偷奶爸,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg,Mr. I Don't Care其实也有Care的时候。,141,8.7,953619,rating45-t,https://movie.douban.com/subject/3287562/
被解救的姜戈,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1800813767.jpg,热血沸腾，那个低俗、性感的无耻混蛋又来了。,142,8.8,613049,rating45-t,https://movie.douban.com/subject/6307447/
玛丽和马克思,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p488255145.jpg,你是我最好的朋友，你是我唯一的朋友 。,143,9.0,423427,rating45-t,https://movie.douban.com/subject/3072124/
告白,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg,没有一人完全善，也没有一人完全恶。,144,8.8,675117,rating45-t,https://movie.douban.com/subject/4268598/
哪吒闹海,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2532803206.jpg,想你时你在闹海。,145,9.2,262036,rating45-t,https://movie.douban.com/subject/1307315/
茶馆,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2528965424.jpg,,146,9.6,149101,rating5-t,https://movie.douban.com/subject/1461403/
大鱼,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg,抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。,147,8.8,571294,rating45-t,https://movie.douban.com/subject/1291545/
九品芝麻官,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p648370300.jpg,,148,8.7,686143,rating45-t,https://movie.douban.com/subject/1297518/
喜宴,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,中国家庭的喜怒哀乐忍。,149,9.0,365622,rating45-t,https://movie.douban.com/subject/1303037/
射雕英雄传之东成西就,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2609063922.jpg,百看不厌。,150,8.7,641461,rating45-t,https://movie.douban.com/subject/1316510/
模仿游戏,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,151,8.8,651503,rating45-t,https://movie.douban.com/subject/10463953/
头号玩家,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2516578307.jpg,写给影迷，动漫迷和游戏迷的一封情书。,152,8.7,1376845,rating45-t,https://movie.douban.com/subject/4920389/
色，戒,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p453716305.jpg,假戏真情，爱欲深海,153,8.7,815356,rating45-t,https://movie.douban.com/subject/1828115/
我是山姆,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg,爱并不需要智商 。,154,9.0,339922,rating45-t,https://movie.douban.com/subject/1306861/
阳光姐妹淘,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.jpg,再多各自牛逼的时光，也比不上一起傻逼的岁月。,155,8.8,592961,rating45-t,https://movie.douban.com/subject/4917726/
花样年华,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg,偷情本没有这样美。,156,8.7,612613,rating45-t,https://movie.douban.com/subject/1291557/
头脑特工队,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2896589345.jpg,愿我们都不用长大，每一座城堡都能永远存在。,157,8.8,619891,rating45-t,https://movie.douban.com/subject/10533913/
血战钢锯岭,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。,158,8.7,787082,rating45-t,https://movie.douban.com/subject/26325320/
七武士,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215886505.jpg,时代悲歌。,159,9.3,199735,rating45-t,https://movie.douban.com/subject/1295399/
恐怖直播,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2016930906.jpg,恐怖分子的“秋菊打官司”。,160,8.7,655809,rating45-t,https://movie.douban.com/subject/21360417/
惊魂记,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg,故事的反转与反转，分裂电影的始祖。,161,9.0,297669,rating45-t,https://movie.douban.com/subject/1293181/
黑客帝国3：矩阵革命,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,162,8.8,449783,rating45-t,https://movie.douban.com/subject/1302467/
你的名字。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。,163,8.5,1418525,rating45-t,https://movie.douban.com/subject/26683290/
电锯惊魂,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p726839485.jpg,真相就在眼前。,164,8.8,536806,rating45-t,https://movie.douban.com/subject/1417598/
三块广告牌,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2896590555.jpg,怼天怼地，你走后，她与世界为敌。,165,8.7,825196,rating45-t,https://movie.douban.com/subject/26611804/
达拉斯买家俱乐部,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg,Jared Leto的腿比女人还美！,166,8.8,455267,rating45-t,https://movie.douban.com/subject/1793929/
疯狂原始人,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg,老少皆宜，这就是好莱坞动画的魅力。,167,8.7,843970,rating45-t,https://movie.douban.com/subject/1907966/
心迷宫,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2276780256.jpg,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,168,8.7,525252,rating45-t,https://movie.douban.com/subject/25917973/
谍影重重3,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg,像吃了苏打饼一样干脆的电影。,169,8.8,420985,rating45-t,https://movie.douban.com/subject/1578507/
英雄本色,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg,英雄泪短，兄弟情长。,170,8.6,544966,rating45-t,https://movie.douban.com/subject/1297574/
上帝之城,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg,被上帝抛弃了的上帝之城。,171,9.0,302909,rating45-t,https://movie.douban.com/subject/1292208/
风之谷,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg,动画片的圣经。,172,8.9,356479,rating45-t,https://movie.douban.com/subject/1291585/
纵横四海,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2597918718.jpg,香港浪漫主义警匪动作片的巅峰之作。,173,8.8,428553,rating45-t,https://movie.douban.com/subject/1295409/
卢旺达饭店,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p470419493.jpg,当这个世界闭上双眼，他却敞开了怀抱。,174,8.9,331967,rating45-t,https://movie.douban.com/subject/1291822/
海街日记,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2603364117.jpg,是枝裕和的家庭习作。,175,8.8,452082,rating45-t,https://movie.douban.com/subject/25895901/
爱在午夜降临前,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,176,8.9,406104,rating45-t,https://movie.douban.com/subject/10808442/
绿里奇迹,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg,天使暂时离开。,177,8.9,332253,rating45-t,https://movie.douban.com/subject/1300374/
记忆碎片,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg,一个针管引发的血案。,178,8.7,607095,rating45-t,https://movie.douban.com/subject/1304447/
小丑,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2567198874.jpg,,179,8.7,1012584,rating45-t,https://movie.douban.com/subject/27119724/
疯狂的石头,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg,中国版《两杆大烟枪》。,180,8.6,827741,rating45-t,https://movie.douban.com/subject/1862151/
岁月神偷,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg,岁月流逝，来日可追。,181,8.7,576338,rating45-t,https://movie.douban.com/subject/3792799/
雨中曲,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg,骨灰级歌舞片。,182,9.1,227867,rating45-t,https://movie.douban.com/subject/1293460/
背靠背，脸对脸,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505048077.jpg,,183,9.5,135771,rating5-t,https://movie.douban.com/subject/1307856/
忠犬八公物语,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2603716224.jpg,养狗三日，便会对你终其一生。,184,9.2,197302,rating45-t,https://movie.douban.com/subject/1959195/
2001太空漫游,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2560717825.jpg,现代科幻电影的开山之作，最伟大导演的最伟大影片。,185,8.9,332787,rating45-t,https://movie.douban.com/subject/1292226/
荒蛮故事,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2584519452.jpg,始于荒诞，止于更荒诞。,186,8.8,446577,rating45-t,https://movie.douban.com/subject/24750126/
心灵奇旅,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2896589788.jpg,,187,8.7,989640,rating45-t,https://movie.douban.com/subject/24733428/
小偷家族,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2530599636.jpg,我们组成了家。,188,8.7,816370,rating45-t,https://movie.douban.com/subject/27622447/
无间道2,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p958008320.jpg,,189,8.7,482894,rating45-t,https://movie.douban.com/subject/1307106/
无敌破坏王,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2896589589.jpg,迪士尼和皮克斯拿错剧本的产物。,190,8.7,543758,rating45-t,https://movie.douban.com/subject/6534248/
爆裂鼓手,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2220776342.jpg,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。,191,8.7,592046,rating45-t,https://movie.douban.com/subject/25773932/
冰川时代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2896589259.jpg,松鼠才是角儿。,192,8.6,619129,rating45-t,https://movie.douban.com/subject/1291578/
恐怖游轮,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg,不要企图在重复中寻找已经失去的爱。,193,8.5,869812,rating45-t,https://movie.douban.com/subject/3011051/
贫民窟的百万富翁,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,194,8.6,748615,rating45-t,https://movie.douban.com/subject/2209573/
东邪西毒,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg,电影诗。,195,8.6,579688,rating45-t,https://movie.douban.com/subject/1292328/
牯岭街少年杀人事件,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg,弱者送给弱者的一刀。,196,8.9,303230,rating45-t,https://movie.douban.com/subject/1292329/
魔女宅急便,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456676352.jpg,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,197,8.7,462961,rating45-t,https://movie.douban.com/subject/1307811/
遗愿清单,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2676812053.jpg,用剩余不多的时间，去燃烧整个生命。,198,8.7,464882,rating45-t,https://movie.douban.com/subject/1867345/
东京教父,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p456703618.jpg,,199,9.0,232700,rating45-t,https://movie.douban.com/subject/1310177/
大佛普拉斯,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2505928032.jpg,人们可以登上月球，却永远无法探索人们内心的宇宙。,200,8.7,462407,rating45-t,https://movie.douban.com/subject/27059130/
你看起来好像很好吃,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p709670262.jpg,感情不分食草或者食肉。,201,8.9,335069,rating45-t,https://movie.douban.com/subject/4848115/
真爱至上,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg,爱，是个动词。,202,8.6,734453,rating45-t,https://movie.douban.com/subject/1292401/
黑天鹅,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2896603000.jpg,黑暗之美。,203,8.6,783240,rating45-t,https://movie.douban.com/subject/1978709/
可可西里,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg,坚硬的信仰。,204,8.9,305222,rating45-t,https://movie.douban.com/subject/1308857/
城市之光,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2170238828.jpg,永远的小人物，伟大的卓别林。,205,9.3,147938,rating45-t,https://movie.douban.com/subject/1293908/
源代码,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,206,8.5,839396,rating45-t,https://movie.douban.com/subject/3075287/
雨人,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2353324612.jpg,生活在自己的世界里，也可以让周围的人显得可笑和渺小。,207,8.7,406076,rating45-t,https://movie.douban.com/subject/1291870/
海边的曼彻斯特,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2421855655.jpg,我们都有权利不与自己的过去和解。,208,8.6,545729,rating45-t,https://movie.douban.com/subject/25980443/
恋恋笔记本,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。,209,8.5,675223,rating45-t,https://movie.douban.com/subject/1309163/
初恋这件小事,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg,黑小鸭速效美白记。,210,8.5,983997,rating45-t,https://movie.douban.com/subject/4739952/
波西米亚狂想曲,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2549558913.jpg,,211,8.6,608969,rating45-t,https://movie.douban.com/subject/5300054/
人工智能,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg,对爱的执着，可以超越一切。,212,8.7,449628,rating45-t,https://movie.douban.com/subject/1302827/
青蛇,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2570901292.jpg,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,213,8.6,530139,rating45-t,https://movie.douban.com/subject/1303394/
虎口脱险,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg,永远看不腻的喜剧。,214,8.9,258901,rating45-t,https://movie.douban.com/subject/1296909/
终结者2：审判日,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg,少见的超越首部的续集，动作片中的经典。,215,8.8,343876,rating45-t,https://movie.douban.com/subject/1291844/
疯狂的麦克斯4：狂暴之路,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2236181653.jpg,“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~,216,8.7,533916,rating45-t,https://movie.douban.com/subject/3592854/
罗生门,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1598883511.jpg,人生的N种可能性。,217,8.8,316704,rating45-t,https://movie.douban.com/subject/1291879/
末路狂花,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910924635.jpg,没有了退路，只好飞向自由。,218,8.9,259951,rating45-t,https://movie.douban.com/subject/1291992/
新龙门客栈,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg,嬉笑怒骂，调风动月。,219,8.7,447281,rating45-t,https://movie.douban.com/subject/1292287/
萤火虫之墓,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2237136718.jpg,幸福是生生不息，却难以触及的远。,220,8.7,406499,rating45-t,https://movie.douban.com/subject/1293318/
千钧一发,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg,一部能引人思考的科幻励志片。,221,8.8,301372,rating45-t,https://movie.douban.com/subject/1300117/
崖上的波妞,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2627847859.jpg,,222,8.6,501653,rating45-t,https://movie.douban.com/subject/1959877/
无耻混蛋,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1086394013.jpg,昆汀同学越来越变态了，比北野武还杜琪峰。,223,8.6,481289,rating45-t,https://movie.douban.com/subject/1438652/
花束般的恋爱,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2868462052.jpg,,224,8.6,631276,rating45-t,https://movie.douban.com/subject/34874432/
彗星来的那一夜,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2187896734.jpg,小成本大魅力。,225,8.6,584522,rating45-t,https://movie.douban.com/subject/25807345/
奇迹男孩,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2507709428.jpg,世界不完美，爱会有奇迹。,226,8.6,553802,rating45-t,https://movie.douban.com/subject/26787574/
爱乐之城,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2395517414.jpg,,227,8.4,904915,rating4-t,https://movie.douban.com/subject/25934014/
芙蓉镇,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2174804034.jpg,,228,9.3,141052,rating45-t,https://movie.douban.com/subject/1297880/
二十二,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2457609817.jpg,有一些东西不应该被遗忘。,229,8.7,292575,rating45-t,https://movie.douban.com/subject/26430107/
黑客帝国2：重装上阵,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461390.jpg,一个精彩的世界观正在缓缓建立。,230,8.7,408846,rating45-t,https://movie.douban.com/subject/1304141/
血钻,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg,每个美丽事物背后都是滴血的现实。,231,8.7,382384,rating45-t,https://movie.douban.com/subject/1428175/
战争之王,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p792282381.jpg,做一颗让别人需要你的棋子。,232,8.7,371147,rating45-t,https://movie.douban.com/subject/1419936/
哈利·波特与死亡圣器(上),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p719849995.jpg,最忠于原著的一部。,233,8.5,581267,rating45-t,https://movie.douban.com/subject/2051007/
步履不停,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2375245718.jpg,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,234,8.8,281323,rating45-t,https://movie.douban.com/subject/2222996/
房间,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,235,8.8,369526,rating45-t,https://movie.douban.com/subject/25724855/
魂断蓝桥,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg,中国式内在的美国电影。,236,8.8,280353,rating45-t,https://movie.douban.com/subject/1293964/
火星救援,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2896589468.jpg,,237,8.5,733905,rating45-t,https://movie.douban.com/subject/25864085/
千年女优,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215102596.jpg,爱情是一场没有尽头的虚幻追逐。,238,8.8,269772,rating45-t,https://movie.douban.com/subject/1307394/
谍影重重2,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg,谁说王家卫镜头很晃？,239,8.7,354871,rating45-t,https://movie.douban.com/subject/1308767/
白日梦想家,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2160195181.jpg,,240,8.6,485746,rating45-t,https://movie.douban.com/subject/2133323/
哈利·波特与凤凰社,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443403700.jpg,,241,8.5,575021,rating45-t,https://movie.douban.com/subject/1457217/
弱点,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2577248102.jpg,拍掉身上的悲伤，从今天开始重新踏上追梦之旅。,242,8.7,311307,rating45-t,https://movie.douban.com/subject/3552028/
阿飞正传,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2525770523.jpg,王家卫是一种风格，张国荣是一个代表。,243,8.5,513776,rating45-t,https://movie.douban.com/subject/1305690/
谍影重重,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1597183981.jpg,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,244,8.6,429551,rating45-t,https://movie.douban.com/subject/1304102/
蜘蛛侠：平行宇宙,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2543465022.jpg,,245,8.6,669864,rating45-t,https://movie.douban.com/subject/26374197/
朗读者,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1140984198.jpg,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。,246,8.6,455451,rating45-t,https://movie.douban.com/subject/2213597/
燃情岁月,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2797313535.jpg,传奇，不是每个人都可以拥有。,247,8.8,288357,rating45-t,https://movie.douban.com/subject/1295865/
再次出发之纽约遇见你,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2250287733.jpg,爱我就给我看你的播放列表。,248,8.6,429223,rating45-t,https://movie.douban.com/subject/6874403/
香水,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2571500223.jpg,一个单凭体香达到高潮的男人。,249,8.5,546485,rating45-t,https://movie.douban.com/subject/1760622/
发条橙,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p529908155.jpg,我完全康复了。,250,8.6,367194,rating45-t,https://movie.douban.com/subject/1292233/
